"name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http://unknown.org/captive","identificationID","iucnRedListCategory","occurrenceRemarks","informationWithheld","distanceFromCentroidInMeters","sex","identificationRemarks","individualCount","vernacularName","locality","higherClassification","samplingProtocol","eventID","dataGeneralizations","footprintWKT","elevation","elevationAccuracy","datasetID","http://unknown.org/language","municipality","originalNameUsage","county","identificationVerificationStatus","nameAccordingTo","occID"
"Salamandra salamandra (Linnaeus, 1758)",-8.531689,40.588874,"cdc,cdround","gbif","4508040423","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","PT","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:40.257+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T18:49:02",38,"EUROPE","Aveiro",2024,1,2,2024-01-02,2,2,"2024-01-07T13:07:08.000+00:00","2024-07-09T16:45:40.257+00:00","https://www.inaturalist.org/observations/195590581","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Gonçalo Gonçalves","Gonçalo Gonçalves","WGS84","Amphibia","PT","EUROPE","Portugal","EUROPE","Gonçalo Gonçalves","195590581","gonclvs","2024-01-02 18:04:04","3800 Requeixo, Portugal","Observations","4508040423","https://www.inaturalist.org/observations/195590581","27726","195590581","iNaturalist","18:04:04+00:00","wild","439962393","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"Salamandra salamandra (Linnaeus, 1758)",-8.537477,40.583679,"cdc,cdround","gbif","4507750468","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","PT","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:17.181+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T18:54:35",51,"EUROPE","Aveiro",2024,1,2,2024-01-02,2,2,"2024-01-07T13:07:15.000+00:00","2024-07-09T17:12:17.181+00:00","https://www.inaturalist.org/observations/195591082","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Gonçalo Gonçalves","Gonçalo Gonçalves","WGS84","Amphibia","PT","EUROPE","Portugal","EUROPE","Gonçalo Gonçalves","195591082","gonclvs","2024-01-02 17:53:44","3800 Requeixo, Portugal","Observations","4507750468","https://www.inaturalist.org/observations/195591082","27726","195591082","iNaturalist","17:53:44+00:00","wild","439964885","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"Salamandra salamandra (Linnaeus, 1758)",-8.537318,40.583628,"cdc,cdround","gbif","4507772458","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","PT","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:55.151+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T18:55:54",45,"EUROPE","Aveiro",2024,1,2,2024-01-02,2,2,"2024-01-07T13:07:21.000+00:00","2024-07-09T16:45:55.151+00:00","https://www.inaturalist.org/observations/195591146","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Gonçalo Gonçalves","Gonçalo Gonçalves","WGS84","Amphibia","PT","EUROPE","Portugal","EUROPE","Gonçalo Gonçalves","195591146","gonclvs","2024-01-02 17:53:59","Aveiro, PT-AV, PT","Observations","4507772458","https://www.inaturalist.org/observations/195591146","27726","195591146","iNaturalist","17:53:59+00:00","wild","439965353","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
"Salamandra salamandra (Linnaeus, 1758)",14.385783,50.14455,"cdc,cdround","gbif","4507776506","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:20.992+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T19:03:15",7,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-06-29T12:22:50.000+00:00","2024-07-09T16:45:20.992+00:00","https://www.inaturalist.org/observations/195591768","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195591768","andrej_funk_praha","2024-01-02 20:02:17","Praha-Suchdol, Česko","Observations","4507776506","https://www.inaturalist.org/observations/195591768","27726","195591768","iNaturalist","20:02:17+01:00","wild","439967485","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"Salamandra salamandra (Linnaeus, 1758)",14.385402,50.144635,"cdc,cdround","gbif","4507786494","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:41.584+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T19:10:04",17,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-06-29T12:22:31.000+00:00","2024-07-09T16:46:41.584+00:00","https://www.inaturalist.org/observations/195592355","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195592355","andrej_funk_praha","2024-01-02 20:09:09","Praha-Suchdol, Česko","Observations","4507786494","https://www.inaturalist.org/observations/195592355","27726","195592355","iNaturalist","20:09:09+01:00","wild","439970577","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"Salamandra salamandra (Linnaeus, 1758)",14.385223,50.144655,"cdc,cdround","gbif","4507793446","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:21.088+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T19:16:10",7,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-06-29T12:22:13.000+00:00","2024-07-09T16:45:21.088+00:00","https://www.inaturalist.org/observations/195592744","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195592744","andrej_funk_praha","2024-01-02 20:14:58","Praha-Suchdol, Česko","Observations","4507793446","https://www.inaturalist.org/observations/195592744","27726","195592744","iNaturalist","20:14:58+01:00","wild","439972204","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"Salamandra salamandra (Linnaeus, 1758)",14.385133,50.144659,"cdc,cdround","gbif","4507984455","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:28.357+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T19:25:47",10,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-06-29T12:21:55.000+00:00","2024-07-09T17:12:28.357+00:00","https://www.inaturalist.org/observations/195593335","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195593335","andrej_funk_praha","2024-01-02 20:24:40","Praha-Suchdol, Česko","Observations","4507984455","https://www.inaturalist.org/observations/195593335","27726","195593335","iNaturalist","20:24:40+01:00","wild","439975146","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"Salamandra salamandra (Linnaeus, 1758)",14.385077,50.144664,"cdc,cdround","gbif","4507981409","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:41.186+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T19:35:41",10,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-06-29T12:21:23.000+00:00","2024-07-09T16:46:41.186+00:00","https://www.inaturalist.org/observations/195594003","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195594003","andrej_funk_praha","2024-01-02 20:34:38","Praha-Suchdol, Česko","Observations","4507981409","https://www.inaturalist.org/observations/195594003","27726","195594003","iNaturalist","20:34:38+01:00","wild","439978005","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"Salamandra salamandra (Linnaeus, 1758)",14.384955,50.144666,"cdc,cdround","gbif","4508038496","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:32.679+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T19:43:22",8,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-06-29T12:20:51.000+00:00","2024-07-09T16:45:32.679+00:00","https://www.inaturalist.org/observations/195594554","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195594554","andrej_funk_praha","2024-01-02 20:42:20","Praha-Suchdol, Česko","Observations","4508038496","https://www.inaturalist.org/observations/195594554","27726","195594554","iNaturalist","20:42:20+01:00","wild","439980159","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"Salamandra salamandra (Linnaeus, 1758)",14.384894,50.144667,"cdc,cdround","gbif","4507832441","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:52.879+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T19:51:08",8,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-06-29T12:20:32.000+00:00","2024-07-09T16:45:52.879+00:00","https://www.inaturalist.org/observations/195595090","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195595090","andrej_funk_praha","2024-01-02 20:49:53","Praha-Suchdol, Česko","Observations","4507832441","https://www.inaturalist.org/observations/195595090","27726","195595090","iNaturalist","20:49:53+01:00","wild","439982293","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"Salamandra salamandra (Linnaeus, 1758)",14.384875,50.144655,"cdc,cdround","gbif","4507980542","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:46:10.984+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T19:52:08",9,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-06-29T12:20:08.000+00:00","2024-07-09T16:46:10.984+00:00","https://www.inaturalist.org/observations/195595134","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195595134","andrej_funk_praha","2024-01-02 20:51:16","Praha-Suchdol, Česko","Observations","4507980542","https://www.inaturalist.org/observations/195595134","27726","195595134","iNaturalist","20:51:16+01:00","wild","439982501","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"Salamandra salamandra (Linnaeus, 1758)",14.38478,50.144667,"cdc,cdround","gbif","4507789478","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:52.882+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T20:04:42",9,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-01-07T13:01:56.000+00:00","2024-07-09T16:45:52.882+00:00","https://www.inaturalist.org/observations/195596039","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195596039","andrej_funk_praha","2024-01-02 21:03:08","Praha-Suchdol, Česko","Observations","4507789478","https://www.inaturalist.org/observations/195596039","27726","195596039","iNaturalist","21:03:08+01:00","wild","439985280","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
"Salamandra salamandra (Linnaeus, 1758)",14.384783,50.144662,"cdc,cdround","gbif","4507794541","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:45:45.110+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T20:06:17",13,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-01-07T13:02:01.000+00:00","2024-07-09T16:45:45.110+00:00","https://www.inaturalist.org/observations/195596119","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195596119","andrej_funk_praha","2024-01-02 21:04:56","Praha-Suchdol, Česko","Observations","4507794541","https://www.inaturalist.org/observations/195596119","27726","195596119","iNaturalist","21:04:56+01:00","wild","439985612","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
"Salamandra salamandra (Linnaeus, 1758)",14.384768,50.144658,"cdc,cdround","gbif","4507802527","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:11:53.342+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T20:07:31",10,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-01-07T13:02:08.000+00:00","2024-07-09T17:11:53.342+00:00","https://www.inaturalist.org/observations/195596232","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195596232","andrej_funk_praha","2024-01-02 21:06:25","Praha-Suchdol, Česko","Observations","4507802527","https://www.inaturalist.org/observations/195596232","27726","195596232","iNaturalist","21:06:25+01:00","wild","439985894","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"Salamandra salamandra (Linnaeus, 1758)",14.384774,50.144661,"cdc,cdround","gbif","4508036470","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:33.180+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T20:08:25",9,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-01-07T13:02:15.000+00:00","2024-07-09T17:12:33.180+00:00","https://www.inaturalist.org/observations/195596276","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195596276","andrej_funk_praha","2024-01-02 21:07:41","Praha-Suchdol, Česko","Observations","4508036470","https://www.inaturalist.org/observations/195596276","27726","195596276","iNaturalist","21:07:41+01:00","wild","439986026","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"Salamandra salamandra (Linnaeus, 1758)",14.384786,50.144667,"cdc,cdround","gbif","4507755488","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T16:47:24.266+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T20:09:46",14,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-01-07T13:02:21.000+00:00","2024-07-09T16:47:24.266+00:00","https://www.inaturalist.org/observations/195596359","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195596359","andrej_funk_praha","2024-01-02 21:08:32","Praha-Suchdol, Česko","Observations","4507755488","https://www.inaturalist.org/observations/195596359","27726","195596359","iNaturalist","21:08:32+01:00","wild","439986297","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
"Salamandra salamandra (Linnaeus, 1758)",14.384435,50.144667,"cdc,cdround","gbif","4507742456","Salamandra salamandra (Linnaeus, 1758)","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2024-07-09T01:59:58.897+00:00","2024-07-09T17:12:50.515+00:00",471,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-01-02T20:19:03",9,"EUROPE","Středočeský",2024,1,2,2024-01-02,2,2,"2024-01-07T13:02:28.000+00:00","2024-07-09T17:12:50.515+00:00","https://www.inaturalist.org/observations/195597084","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"iNaturalist research-grade observations","Andrej Funk","Andrej Funk","WGS84","Amphibia","CZ","EUROPE","Czechia","NORTH_AMERICA","Andrej Funk","195597084","andrej_funk_praha","2024-01-02 21:18:02","Praha-Suchdol, Česko","Observations","4507742456","https://www.inaturalist.org/observations/195597084","27726","195597084","iNaturalist","21:18:02+01:00","wild","439988637","LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
